【领域汇总】
"领域","收敛前数量","收敛后数量","削减数量","削减率"
"资金","122","94","28","23.0%"
"投资","60","39","21","35.0%"
"费用","109","75","34","31.2%"
"财税","210","165","45","21.4%"
"系统","536","494","42","7.8%"
"机构","24","16","8","33.3%"
"合计","1061","883","178","16.8%"

【城市×领域收敛矩阵】
"城市","资金_收敛前","资金_收敛后","资金_削减","投资_收敛前","投资_收敛后","投资_削减","费用_收敛前","费用_收敛后","费用_削减","财税_收敛前","财税_收敛后","财税_削减","系统_收敛前","系统_收敛后","系统_削减","机构_收敛前","机构_收敛后","机构_削减","合计削减数","合计削减率"
"上海","47","38","9","6","6","0","16","14","2","80","65","15","213","196","17","8","7","1","44","11.9%"
"合肥","17","14","3","34","19","15","34","16","18","51","46","5","77","68","9","7","1","6","56","25.5%"
"深圳","34","22","12","6","5","1","13","12","1","37","28","9","139","131","8","5","4","1","32","13.7%"
"成都","14","13","1","12","11","1","21","19","2","38","30","8","75","71","4","2","2","0","16","9.9%"
"内江","10","10","0","0","0","0","22","13","9","3","4","-1","27","27","0","1","1","0","8","12.7%"

【智能体明细】
"智能体ID","智能体名称","分中心","城市归属","所属领域","一级服务线","二级服务线","场景","调用量","发布状态","收敛状态","所属方案ID","方案代表智能体","方案相似度","方案智能体数"
"agent_220","人格-职场合同解析核对","成都分公司","成都","系统","系统运维管理","系统运维管理","系统运维类服务项目","366","已发布","已收敛","proposal_17","系统运维管理-系统运维管理-统一智能体","23.7%","7"
"agent_333","人格-一体化流程解答","成都分公司","成都","系统","账套管理","账套附加","","123","已发布","已收敛","proposal_25","账套管理-账套附加-统一智能体","6.8%","3"
"agent_736","人格-会议纪要生成","成都分公司","成都","系统","系统运维管理","系统运维管理","系统运维类服务项目","12","未发布","已收敛","proposal_17","系统运维管理-系统运维管理-统一智能体","23.7%","7"
"agent_23","e采预提分摊智能提效","成都分公司","成都","系统","","","","13542","已发布","未收敛","","","",""
"agent_78","人格-关联方代码查询","成都分公司","成都","系统","","","","2069","已发布","未收敛","","","",""
"agent_140","智能体标签：知识问答、风险核查智能体业务范围：覆盖不动产账套财智云入账模板查询，涉及10项业务大类，125项业务小类，涉及1600+行科目明细智能体业务效果：应集团要求财智云入账性质需与业务大小类匹配，入账前作业人员需线下查询所入科目对应大小类，现通过该智能体一键查询，提升作业效率，把控作业风险","成都分公司","成都","系统","","","","860","已发布","未收敛","","","",""
"agent_152","陆控LucaNet系统小助手","成都分公司","成都","系统","","","","746","已发布","未收敛","","","",""
"agent_200","收入分析-养老（成都）","成都分公司","成都","系统","","","","481","已发布","未收敛","","","",""
"agent_206","职场助手","成都分公司","成都","系统","","","","444","已发布","未收敛","","","",""
"agent_207","金融政策研读","成都分公司","成都","系统","","","","443","已发布","未收敛","","","",""
"agent_216","数字化小工具智能助手","成都分公司","成都","系统","","","","406","已发布","未收敛","","","",""
"agent_239","智能体标签：数据比对智能体业务范围：产险黑名单数据对比","成都分公司","成都","系统","","","","305","已发布","未收敛","","","",""
"agent_240","人格-华能信托报表核对","成都分公司","成都","系统","","","","305","已发布","未收敛","","","",""
"agent_243","被治理供应商查询","成都分公司","成都","系统","","","","301","已发布","未收敛","","","",""
"agent_250","陆控LucaNet系统知识库","成都分公司","成都","系统","","","","294","未发布","未收敛","","","",""
"agent_254","成都财智云角色菜单关联查询","成都分公司","成都","系统","","","","288","已发布","未收敛","","","",""
"agent_275","财智云知识库回答问题（DS深度思考版）","成都分公司","成都","系统","","","","240","已发布","未收敛","","","",""
"agent_309","审批链查询智能AI","成都分公司","成都","系统","","","","166","已发布","未收敛","","","",""
"agent_325","E采-出题小能手","成都分公司","成都","系统","","","","133","已发布","未收敛","","","",""
"agent_376","人格-月结资产调拨工具","成都分公司","成都","系统","","","","85","未发布","未收敛","","","",""
"agent_392","财智云NEWFAS管理树角色菜单关联查询","成都分公司","成都","系统","","","","75","未发布","未收敛","","","",""
"agent_393","人格-普惠公司段与部门名称对照关系","成都分公司","成都","系统","","","","74","已发布","未收敛","","","",""
"agent_434","运维综合智库","成都分公司","成都","系统","","","","57","已发布","未收敛","","","",""
"agent_451","成都-关联方代码查询","成都分公司","成都","系统","账套管理","","","49","已发布","未收敛","","","",""
"agent_459","文档问答插件使用案例，支持单文件、多文件上传进行问答；支持TXT、DOCX、PDF、XLSX文件上传。可以在【全局设置>更多设置】中，调整期望上传的文件个数与大小。","成都分公司","成都","系统","","","","47","未发布","未收敛","","","",""
"agent_464","智能体平台助手【黄金】(1)","成都分公司","成都","系统","","","","46","已发布","未收敛","","","",""
"agent_469","陆控LucaNet系统小助手V","成都分公司","成都","系统","","","","45","已发布","未收敛","","","",""
"agent_483","文档问答插件simple case_导出节点_2025-02-18 22:57:52","成都分公司","成都","系统","","","","41","已发布","未收敛","","","",""
"agent_522","审批链查询","成都分公司","成都","系统","","","","34","未发布","未收敛","","","",""
"agent_537","财务智能咨询助手2.0","成都分公司","成都","系统","","","","31","未发布","未收敛","","","",""
"agent_540","新人课件智能出题","成都分公司","成都","系统","","","","30","未发布","未收敛","","","",""
"agent_561","财智云角色菜单关联查询","成都分公司","成都","系统","","","","27","已发布","未收敛","","","",""
"agent_568","运维出题助手","成都分公司","成都","系统","","","","26","已发布","未收敛","","","",""
"agent_573","合同关键信息提取","成都分公司","成都","系统","","","","25","已发布","未收敛","","","",""
"agent_578","资管直投操作问答体","成都分公司","成都","系统","","","","25","已发布","未收敛","","","",""
"agent_592","职场智慧助手","成都分公司","成都","系统","","","","24","已发布","未收敛","","","",""
"agent_597","不动产账套信息","成都分公司","成都","系统","","","","23","未发布","未收敛","","","",""
"agent_634","使用提示词","成都分公司","成都","系统","","","","19","已发布","未收敛","","","",""
"agent_638","调用知识库","成都分公司","成都","系统","","","","19","已发布","未收敛","","","",""
"agent_642","产险机构集中差异点智能体","成都分公司","成都","系统","","","","18","未发布","未收敛","","","",""
"agent_666","图片解码器-test_default_导出节点_2026-01-08 16:11:42","成都分公司","成都","系统","","","","16","未发布","未收敛","","","",""
"agent_674","不动产财智云模板查询","成都分公司","成都","系统","","","","15","未发布","未收敛","","","",""
"agent_677","人格-E采智能出题","成都分公司","成都","系统","","","","15","未发布","未收敛","","","",""
"agent_681","成都-普惠公司段部门名称与部门编码对照关系","成都分公司","成都","系统","","","","15","未发布","未收敛","","","",""
"agent_723","数字化小工具应用问答","成都分公司","成都","系统","","","","13","未发布","未收敛","","","",""
"agent_882","规则问答617","成都分公司","成都","系统","","","","7","未发布","未收敛","","","",""
"agent_890","高级设置-引用来源模板【王者】(1)","成都分公司","成都","系统","","","","7","未发布","未收敛","","","",""
"agent_911","权限管理-出题小能手","成都分公司","成都","系统","","","","6","已发布","未收敛","","","",""
"agent_914","签报审核助手_导出节点_2025-04-03 15:18:40","成都分公司","成都","系统","","","","6","未发布","未收敛","","","",""
"agent_915","签报立项审批","成都分公司","成都","系统","","","","6","已发布","未收敛","","","",""
"agent_917","考试评分及弱点分析","成都分公司","成都","系统","","","","6","已发布","未收敛","","","",""
"agent_922","财务段值查询助手","成都分公司","成都","系统","","","","6","已发布","未收敛","","","",""
"agent_946","图片文字提取","成都分公司","成都","系统","","","","5","已发布","未收敛","","","",""
"agent_948","寿险综拓","成都分公司","成都","系统","","","","5","未发布","未收敛","","","",""
"agent_964","财智云知识库回答问题(平安ChatGPT版)","成都分公司","成都","系统","","","","5","已发布","未收敛","","","",""
"agent_971","人格-会议记录生成","成都分公司","成都","系统","","","","4","已发布","未收敛","","","",""
"agent_983","图片文字识别","成都分公司","成都","系统","","","","4","已发布","未收敛","","","",""
"agent_1016","产险黑借离","成都分公司","成都","系统","","","","3","未发布","未收敛","","","",""
"agent_1030","寿险综拓助手","成都分公司","成都","系统","","","","3","未发布","未收敛","","","",""
"agent_1038","数字化小工具应用助手","成都分公司","成都","系统","","","","3","未发布","未收敛","","","",""
"agent_1043","文档问答插件simple case_导出节点_2025-02-18 22:57:51(1)","成都分公司","成都","系统","","","","3","未发布","未收敛","","","",""
"agent_1096","文案选择与修改【黄金】","成都分公司","成都","系统","","","","2","未发布","未收敛","","","",""
"agent_1103","智能流程问答","成都分公司","成都","系统","","","","2","已发布","未收敛","","","",""
"agent_1138","e采预提分摊智能提效(1)","成都分公司","成都","系统","","","","1","未发布","未收敛","","","",""
"agent_1139","e采预提分摊智能提效(2)","成都分公司","成都","系统","","","","1","未发布","未收敛","","","",""
"agent_1160","基于知识库问答智能体搭建案例【黄金】(2)","成都分公司","成都","系统","","","","1","已发布","未收敛","","","",""
"agent_1165","审批链功能问答","成都分公司","成都","系统","","","","1","已发布","未收敛","","","",""
"agent_1172","成都-部门名称与部门编码对照关系","成都分公司","成都","系统","","","","1","未发布","未收敛","","","",""
"agent_1181","方案激励类签报立项审批","成都分公司","成都","系统","","","","1","已发布","未收敛","","","",""
"agent_1205","纪要生成","成都分公司","成都","系统","","","","1","已发布","未收敛","","","",""
"agent_1207","证照转换","成都分公司","成都","系统","","","","1","已发布","未收敛","","","",""
"agent_1227","集团财务-职场助手","成都分公司","成都","系统","","","","1","已发布","未收敛","","","",""
"agent_10","人格-需求管理流程之测试参考用例输出","深圳分公司","深圳","系统","系统运维管理","BRD需求管理","","43904","已发布","已收敛","proposal_2","系统运维管理-BRD需求管理-统一智能体","19.5%","5"
"agent_43","人格-客户活动类立项签报审批","深圳分公司","深圳","系统","寿险机构集中","寿险机构集中","","5629","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_54","人格-借支类立项签报审批","深圳分公司","深圳","系统","寿险机构集中","寿险机构集中","","3646","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_62","人格-业绩推动-方案激励类立项签报审批","深圳分公司","深圳","系统","寿险机构集中","寿险机构集中","","2984","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_88","人格-需求合规评估","深圳分公司","深圳","系统","系统运维管理","BRD需求管理","","1752","已发布","已收敛","proposal_2","系统运维管理-BRD需求管理-统一智能体","19.5%","5"
"agent_143","人格-工商资料核对助手","深圳分公司","深圳","系统","工商业务支持（不动产）","工商业务支持（不动产）","","822","已发布","已收敛","proposal_21","工商业务支持（不动产）-工商业务支持（不动产）-统一智能体","40.5%","2"
"agent_168","人格-需求初筛分类","深圳分公司","深圳","系统","系统运维管理","BRD需求管理","","653","已发布","已收敛","proposal_2","系统运维管理-BRD需求管理-统一智能体","19.5%","5"
"agent_185","人格-财务AI代码助手","深圳分公司","深圳","系统","报表专项管理","报表专项管理","财务类服务项目","568","已发布","已收敛","proposal_22","报表专项管理-报表专项管理-统一智能体","12.6%","4"
"agent_198","人格-工商知识问答","深圳分公司","深圳","系统","工商业务支持（不动产）","工商业务支持（不动产）","","484","已发布","已收敛","proposal_21","工商业务支持（不动产）-工商业务支持（不动产）-统一智能体","40.5%","2"
"agent_283","人格-需求要点分析","深圳分公司","深圳","系统","系统运维管理","BRD需求管理","","214","已发布","已收敛","proposal_2","系统运维管理-BRD需求管理-统一智能体","19.5%","5"
"agent_316","人格-现流表智能助手","深圳分公司","深圳","系统","报表专项管理","报表专项管理","财务类服务项目","147","已发布","已收敛","proposal_22","报表专项管理-报表专项管理-统一智能体","12.6%","4"
"agent_7","版本排期及反馈提效（高级）","深圳分公司","深圳","系统","","","","64669","未发布","未收敛","","","",""
"agent_100","关联方代码助手","深圳分公司","深圳","系统","","","","1393","已发布","未收敛","","","",""
"agent_117","高级财务分析专家","深圳分公司","深圳","系统","","","","1162","已发布","未收敛","","","",""
"agent_144","版本排期及反馈提效（中级）","深圳分公司","深圳","系统","","","","820","未发布","未收敛","","","",""
"agent_231","财务AI代码助手","深圳分公司","深圳","系统","","","","324","已发布","未收敛","","","",""
"agent_290","回执辅助填写助手","深圳分公司","深圳","系统","","","","197","已发布","未收敛","","","",""
"agent_305","审批链匹配测试","深圳分公司","深圳","系统","","","","175","已发布","未收敛","","","",""
"agent_315","需求分类小助手","深圳分公司","深圳","系统","","","","151","已发布","未收敛","","","",""
"agent_319","人格-工商出题助手","深圳分公司","深圳","系统","","","","142","未发布","未收敛","","","",""
"agent_329","需求生成(1)","深圳分公司","深圳","系统","","","","130","未发布","未收敛","","","",""
"agent_342","需求分类小助手(1)","深圳分公司","深圳","系统","","","","119","已发布","未收敛","","","",""
"agent_373","BA-Copilot","深圳分公司","深圳","系统","","","","86","未发布","未收敛","","","",""
"agent_378","金科审批链匹配","深圳分公司","深圳","系统","","","","85","已发布","未收敛","","","",""
"agent_418","工商签报复核V2","深圳分公司","深圳","系统","","","","63","未发布","未收敛","","","",""
"agent_419","立项签报分析智能体","深圳分公司","深圳","系统","","","","63","已发布","未收敛","","","",""
"agent_423","利息计提助手text1","深圳分公司","深圳","系统","","","","59","未发布","未收敛","","","",""
"agent_425","校验","深圳分公司","深圳","系统","","","","59","未发布","未收敛","","","",""
"agent_438","借支类签报立项审批","深圳分公司","深圳","系统","","","","55","已发布","未收敛","","","",""
"agent_446","小四同学","深圳分公司","深圳","系统","","","","52","未发布","未收敛","","","",""
"agent_458","问答智能体","深圳分公司","深圳","系统","","","","48","未发布","未收敛","","","",""
"agent_475","知识库检索&&对比报表","深圳分公司","深圳","系统","","","","43","未发布","未收敛","","","",""
"agent_477","BRD协作助手（对话）","深圳分公司","深圳","系统","","","","42","已发布","未收敛","","","",""
"agent_485","签报正文生成","深圳分公司","深圳","系统","","","","41","已发布","未收敛","","","",""
"agent_491","客户活动类签报立项审批","深圳分公司","深圳","系统","","","","39","已发布","未收敛","","","",""
"agent_493","立项审批","深圳分公司","深圳","系统","","","","39","未发布","未收敛","","","",""
"agent_505","需求生成","深圳分公司","深圳","系统","","","","37","已发布","未收敛","","","",""
"agent_508","工商签报复核正式版V7","深圳分公司","深圳","系统","","","","36","未发布","未收敛","","","",""
"agent_528","BRD助手（对话）","深圳分公司","深圳","系统","","","","32","未发布","未收敛","","","",""
"agent_529","BRD助手（长思考过程）","深圳分公司","深圳","系统","","","","32","已发布","未收敛","","","",""
"agent_535","文档问答插件-支持多文件上传案例【黄金】(2)","深圳分公司","深圳","系统","","","","31","未发布","未收敛","","","",""
"agent_539","BA-合规分析","深圳分公司","深圳","系统","","","","30","未发布","未收敛","","","",""
"agent_542","财服信息库","深圳分公司","深圳","系统","","","","30","未发布","未收敛","","","",""
"agent_552","三会管理","深圳分公司","深圳","系统","","","","27","未发布","未收敛","","","",""
"agent_570","bdc审批链匹配","深圳分公司","深圳","系统","","","","25","未发布","未收敛","","","",""
"agent_575","工商签报复核正式版V8(1)","深圳分公司","深圳","系统","","","","25","未发布","未收敛","","","",""
"agent_576","工商资料核对助手","深圳分公司","深圳","系统","","","","25","已发布","未收敛","","","",""
"agent_587","核对","深圳分公司","深圳","系统","","","","24","未发布","未收敛","","","",""
"agent_591","签报正文生成(1)","深圳分公司","深圳","系统","","","","24","未发布","未收敛","","","",""
"agent_605","批量OCR模型","深圳分公司","深圳","系统","","","","22","未发布","未收敛","","","",""
"agent_606","报表分析-财务指标","深圳分公司","深圳","系统","","","","22","已发布","未收敛","","","",""
"agent_609","需求管理流程之测试参考用例输出","深圳分公司","深圳","系统","","","","22","已发布","未收敛","","","",""
"agent_628","立项签报分析助手","深圳分公司","深圳","系统","","","","20","已发布","未收敛","","","",""
"agent_632","业绩推动-方案激励类签报立项审批","深圳分公司","深圳","系统","","","","19","已发布","未收敛","","","",""
"agent_655","文档问答插件simple case-使用中","深圳分公司","深圳","系统","","","","17","已发布","未收敛","","","",""
"agent_658","高级财务分析专家_导出节点_2025-03-25 18:29:42","深圳分公司","深圳","系统","","","","17","未发布","未收敛","","","",""
"agent_662","人格-客户活动类立项签报审批_default_导出节点_2025-10-14 15:17:18","深圳分公司","深圳","系统","","","","16","未发布","未收敛","","","",""
"agent_669","数据分析测试 - AIFLOW智能体(default)","深圳分公司","深圳","系统","","","","16","未发布","未收敛","","","",""
"agent_671","校验000","深圳分公司","深圳","系统","","","","16","未发布","未收敛","","","",""
"agent_678","人格-定存组合信息匹配_导出节点_2025-05-21 17:48:21","深圳分公司","深圳","系统","","","","15","未发布","未收敛","","","",""
"agent_684","新E采智能体","深圳分公司","深圳","系统","","","","15","未发布","未收敛","","","",""
"agent_689","需求评估要点分析","深圳分公司","深圳","系统","","","","15","未发布","未收敛","","","",""
"agent_698","关联信息助手-用","深圳分公司","深圳","系统","","","","14","已发布","未收敛","","","",""
"agent_710","需求管理数字化工厂","深圳分公司","深圳","系统","","","","14","已发布","未收敛","","","",""
"agent_719","工商签报复核V1","深圳分公司","深圳","系统","","","","13","未发布","未收敛","","","",""
"agent_720","开户许可证借阅","深圳分公司","深圳","系统","","","","13","未发布","未收敛","","","",""
"agent_728","科目明细账处理","深圳分公司","深圳","系统","","","","13","未发布","未收敛","","","",""
"agent_729","主管会立项审批","深圳分公司","深圳","系统","","","","13","未发布","未收敛","","","",""
"agent_733","高级财务分析专家_导出节点_2025-03-27 13:52:57","深圳分公司","深圳","系统","","","","13","未发布","未收敛","","","",""
"agent_748","寿险佛山机构客户活动类签报立项审批_导出节点_2025-04-23 11:12:08","深圳分公司","深圳","系统","","","","12","未发布","未收敛","","","",""
"agent_750","文档问答插件simple case_导出节点_2025-02-18 22:57:51_导出节点_2025-04-15 09:19:44","深圳分公司","深圳","系统","","","","12","已发布","未收敛","","","",""
"agent_760","利息计提助手text0","深圳分公司","深圳","系统","","","","11","未发布","未收敛","","","",""
"agent_761","寿险深圳机构聚餐","深圳分公司","深圳","系统","","","","11","未发布","未收敛","","","",""
"agent_763","文档问答插件-支持多文件上传案例【黄金】","深圳分公司","深圳","系统","","","","11","","未收敛","","","",""
"agent_780","多智能体引用【王者】(1)","深圳分公司","深圳","系统","","","","10","已发布","未收敛","","","",""
"agent_782","工商智能体","深圳分公司","深圳","系统","","","","10","未发布","未收敛","","","",""
"agent_784","文档问答插件-支持多文件上传案例【黄金】","深圳分公司","深圳","系统","","","","10","","未收敛","","","",""
"agent_789","简历筛选与分析_导出节点_2025-03-21 17:04:46(1)","深圳分公司","深圳","系统","","","","10","未发布","未收敛","","","",""
"agent_790","舆情分析v1_","深圳分公司","深圳","系统","","","","10","已发布","未收敛","","","",""
"agent_792","证照借阅助手","深圳分公司","深圳","系统","","","","10","未发布","未收敛","","","",""
"agent_797","需求评估要点","深圳分公司","深圳","系统","","","","10","未发布","未收敛","","","",""
"agent_808","人格-杠杆倍数控制辅助模型","深圳分公司","深圳","系统","","","","9","已发布","未收敛","","","",""
"agent_818","深分风管三会智能体(测试)_导出节点_2025-03-21 09:30:22","深圳分公司","深圳","系统","","","","9","未发布","未收敛","","","",""
"agent_833","人格-工商出题助手(1)","深圳分公司","深圳","系统","","","","8","未发布","未收敛","","","",""
"agent_838","创说会审批","深圳分公司","深圳","系统","","","","8","未发布","未收敛","","","",""
"agent_843","工商出题助手","深圳分公司","深圳","系统","","","","8","已发布","未收敛","","","",""
"agent_844","工商签报复核正式版V8","深圳分公司","深圳","系统","","","","8","未发布","未收敛","","","",""
"agent_848","简历筛选","深圳分公司","深圳","系统","","","","8","未发布","未收敛","","","",""
"agent_849","请假识别","深圳分公司","深圳","系统","","","","8","未发布","未收敛","","","",""
"agent_858","e采智能助手","深圳分公司","深圳","系统","","","","7","未发布","未收敛","","","",""
"agent_871","利息计提助手text1(3)","深圳分公司","深圳","系统","","","","7","未发布","未收敛","","","",""
"agent_874","工商材料核对智能体","深圳分公司","深圳","系统","","","","7","未发布","未收敛","","","",""
"agent_879","简历筛选与分析_导出节点_2025-03-21 17:04:46","深圳分公司","深圳","系统","","","","7","已发布","未收敛","","","",""
"agent_880","精准派工","深圳分公司","深圳","系统","","","","7","已发布","未收敛","","","",""
"agent_900","基于知识库问答智能体搭建案例【黄金】","深圳分公司","深圳","系统","","","","6","未发布","未收敛","","","",""
"agent_901","基于知识库问答案例-数据表toSQL【黄金】","深圳分公司","深圳","系统","","","","6","未发布","未收敛","","","",""
"agent_908","新公司法知识(2)","深圳分公司","深圳","系统","","","","6","未发布","未收敛","","","",""
"agent_916","简历分析对比","深圳分公司","深圳","系统","","","","6","已发布","未收敛","","","",""
"agent_924","需求分类助手-交付完成","深圳分公司","深圳","系统","","","","6","未发布","未收敛","","","",""
"agent_925","需求合规评估","深圳分公司","深圳","系统","","","","6","未发布","未收敛","","","",""
"agent_930","人格-EAST助手","深圳分公司","深圳","系统","","","","5","已发布","未收敛","","","",""
"agent_939","信息提槽小助手【青铜】","深圳分公司","深圳","系统","","","","5","未发布","未收敛","","","",""
"agent_942","利息计提助手text1(2)","深圳分公司","深圳","系统","","","","5","未发布","未收敛","","","",""
"agent_949","工作智囊团|智能体引用【黄金】","深圳分公司","深圳","系统","","","","5","未发布","未收敛","","","",""
"agent_956","文档切片插件使用案例【黄金】","深圳分公司","深圳","系统","","","","5","未发布","未收敛","","","",""
"agent_958","槽位提参测试","深圳分公司","深圳","系统","","","","5","未发布","未收敛","","","",""
"agent_960","现流表项目识别助手","深圳分公司","深圳","系统","","","","5","已发布","未收敛","","","",""
"agent_968","DS智能问答","深圳分公司","深圳","系统","","","","4","未发布","未收敛","","","",""
"agent_985","寿险深圳聚餐类签报立项审批","深圳分公司","深圳","系统","","","","4","未发布","未收敛","","","",""
"agent_989","文案修改模板 - 怡锐","深圳分公司","深圳","系统","","","","4","未发布","未收敛","","","",""
"agent_991","新公司法知识(3)","深圳分公司","深圳","系统","","","","4","未发布","未收敛","","","",""
"agent_993","智算-利息","深圳分公司","深圳","系统","","","","4","已发布","未收敛","","","",""
"agent_994","极简版新人入职问答智能体【青铜】","深圳分公司","深圳","系统","","","","4","未发布","未收敛","","","",""
"agent_996","知识库问答-AIFLOW智能体","深圳分公司","深圳","系统","","","","4","未发布","未收敛","","","",""
"agent_1008","需求评审预演","深圳分公司","深圳","系统","","","","4","未发布","未收敛","","","",""
"agent_1009","领取及检查回执","深圳分公司","深圳","系统","","","","4","已发布","未收敛","","","",""
"agent_1010","风控","深圳分公司","深圳","系统","","","","4","未发布","未收敛","","","",""
"agent_1012","DS与Ms知识库","深圳分公司","深圳","系统","","","","3","未发布","未收敛","","","",""
"agent_1044","月结检查","深圳分公司","深圳","系统","","","","3","未发布","未收敛","","","",""
"agent_1047","杜邦分析报告助手","深圳分公司","深圳","系统","","","","3","已发布","未收敛","","","",""
"agent_1062","HTML生成中英词卡【黄金】","深圳分公司","深圳","系统","","","","2","未发布","未收敛","","","",""
"agent_1070","人格-业绩推动类立项签报审批","深圳分公司","深圳","系统","","","","2","已发布","未收敛","","","",""
"agent_1090","唤启财务知识培训","深圳分公司","深圳","系统","","","","2","未发布","未收敛","","","",""
"agent_1092","客户会议类签报立项审批","深圳分公司","深圳","系统","","","","2","已发布","未收敛","","","",""
"agent_1093","工商1","深圳分公司","深圳","系统","","","","2","未发布","未收敛","","","",""
"agent_1104","月度汇报分析总结","深圳分公司","深圳","系统","","","","2","未发布","未收敛","","","",""
"agent_1127","需求文档编写智能体","深圳分公司","深圳","系统","","","","2","未发布","未收敛","","","",""
"agent_1131","BA-Copilot_导出节点_2025-03-21 17:47:46","深圳分公司","深圳","系统","","","","1","未发布","未收敛","","","",""
"agent_1132","EAST助手(1)","深圳分公司","深圳","系统","","","","1","未发布","未收敛","","","",""
"agent_1140","kaos","深圳分公司","深圳","系统","","","","1","未发布","未收敛","","","",""
"agent_1143","九大库咨询智能体-发布版","深圳分公司","深圳","系统","","","","1","未发布","未收敛","","","",""
"agent_1147","人格-客户活动类签报审批","深圳分公司","深圳","系统","","","","1","已发布","未收敛","","","",""
"agent_1159","图表生成器【青铜】(1)","深圳分公司","深圳","系统","","","","1","未发布","未收敛","","","",""
"agent_1167","工作伙伴【青铜】","深圳分公司","深圳","系统","","","","1","未发布","未收敛","","","",""
"agent_1168","工作量校验(V2)","深圳分公司","深圳","系统","","","","1","已发布","未收敛","","","",""
"agent_1178","文档问答插件测试","深圳分公司","深圳","系统","","","","1","未发布","未收敛","","","",""
"agent_1197","私财业务知识解答","深圳分公司","深圳","系统","","","","1","未发布","未收敛","","","",""
"agent_1204","简历筛选与分析","深圳分公司","深圳","系统","","","","1","未发布","未收敛","","","",""
"agent_1206","舆情分析v1_导出节点_2025-08-01 16:20:54","深圳分公司","深圳","系统","","","","1","未发布","未收敛","","","",""
"agent_1024","信托合同信息提取","","未归属","机构","","","","3","已发布","未收敛","","","",""
"agent_974","人格-签报会议费计算","上海分公司","上海","机构","寿险机构集中","寿险机构集中","","4","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_622","关联法人主体识别","上海分公司","上海","机构","","","","20","已发布","未收敛","","","",""
"agent_773","人格-租赁合同信息审核","总部","上海","机构","","","","10","已发布","未收敛","","","",""
"agent_779","商机挖掘","上海分公司","上海","机构","","","","10","未发布","未收敛","","","",""
"agent_836","人格-职场合同解析核对","上海分公司","上海","机构","","","","8","未发布","未收敛","","","",""
"agent_899","合同解析-测试","总部","上海","机构","","","","6","未发布","未收敛","","","",""
"agent_1045","有声明信片素材生成器","总部","上海","机构","","","","3","未发布","未收敛","","","",""
"agent_1209","调用蜂鸟记录工单-二级机构","总部","上海","机构","","","","1","已发布","未收敛","","","",""
"agent_1105","有声明信片素材生成器","内江分公司","内江","机构","","","","2","未发布","未收敛","","","",""
"agent_326","人格-寿险机构集中百问百答出题小精灵","合肥分公司","合肥","机构","寿险机构集中","寿险机构集中","","132","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_572","人格-杂费认领-科目对照","合肥分公司","合肥","机构","产险机构集中","产险机构集中","","25","已发布","已收敛","proposal_4","产险机构集中-产险机构集中-统一智能体","16.8%","11"
"agent_661","人格-产险报告出题助手","合肥分公司","合肥","机构","产险机构集中","产险机构集中","","16","已发布","已收敛","proposal_4","产险机构集中-产险机构集中-统一智能体","16.8%","11"
"agent_859","人格-寿险自查问题指引","合肥分公司","合肥","机构","寿险机构集中","寿险机构集中","","7","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_861","人格-投向定义","合肥分公司","合肥","机构","寿险机构集中","寿险机构集中","","7","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_975","人格-网格激励费","合肥分公司","合肥","机构","寿险机构集中","寿险机构集中","","4","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_641","个险激励费动支合规性判断","合肥分公司","合肥","机构","","","","18","已发布","未收敛","","","",""
"agent_532","合同信息提取","成都分公司","成都","机构","","","","32","已发布","未收敛","","","",""
"agent_1188","档案知识问答","成都分公司","成都","机构","","","","1","已发布","未收敛","","","",""
"agent_409","人格-关联交易定价公允性审核-机构版","深圳分公司","深圳","机构","产险机构集中","产险机构集中","","66","已发布","已收敛","proposal_4","产险机构集中-产险机构集中-统一智能体","16.8%","11"
"agent_369","关联交易定价公允性审核-机构版","深圳分公司","深圳","机构","","","","91","未发布","未收敛","","","",""
"agent_1061","DS知识助手","深圳分公司","深圳","机构","","","","2","未发布","未收敛","","","",""
"agent_1084","关联交易公允性定价审核-机构版1","深圳分公司","深圳","机构","","","","2","未发布","未收敛","","","",""
"agent_1166","客服知识助手","深圳分公司","深圳","机构","","","","1","已发布","未收敛","","","",""
